fogground,snowfall,dust,snowdepth,mist,drizzle,hail,fastest2minwindspeed,thunder,glaze,snow,ice,fog,temperaturemin,fastest5secwindspeed,freezingfog,temperaturemax,blowingsnow,freezingrain,rain,highwind,date,precipitation,fogheavy,smokehaze,avgwindspeed,fastest2minwinddir,fastest5secwinddir
No,0,No,0,Yes,No,Yes,17,No,No,No,No,Yes,68,21.03,No,90,No,No,Yes,No,2009-06-04,0.76,No,No,7.38,210,230
No,0,Yes,0,Yes,No,No,8.95,No,No,No,No,Yes,62.1,12.08,No,86,No,No,No,No,2009-06-07,0,No,Yes,3.13,140,140
No,0,No,0,Yes,No,Yes,23.04,Yes,No,No,No,Yes,66,29.08,No,93.9,No,No,Yes,No,2009-06-09,0.82,No,Yes,7.16,40,40
No,0,No,0,Yes,No,Yes,12.97,Yes,No,No,No,Yes,64.9,19.91,No,84.9,No,No,Yes,No,2009-06-10,0.07,No,No,4.7,160,140
No,0,No,0,No,No,No,14.99,No,No,No,No,No,71.1,17.9,No,93.9,No,No,No,No,2009-06-27,0,No,No,5.59,40,40
No,0,No,0,No,No,No,14.09,No,No,No,No,No,63,17.9,No,91.9,No,No,No,No,2009-06-28,0,No,No,4.03,240,280
No,0,No,0,Yes,No,No,8.95,No,No,No,No,Yes,64,8.95,No,91,No,No,No,No,2009-07-07,0,No,No,2.68,50,50
No,0,Yes,0,No,No,Yes,19.91,Yes,No,No,No,Yes,69.1,25.95,No,82,No,No,Yes,No,2009-07-13,0.63,No,Yes,3.36,240,250
No,0,No,0,Yes,No,No,16.11,No,No,No,No,Yes,64.9,23.04,No,88,No,No,No,No,2009-07-14,0,No,Yes,4.7,50,20
No,0,No,0,Yes,No,No,14.09,No,No,No,No,Yes,63,19.91,No,91.9,Yes,No,No,No,2009-07-15,0,Yes,Yes,5.59,220,230
No,0,No,0,No,No,No,21.92,Yes,No,No,No,Yes,73,29.08,No,93.9,No,No,No,No,2009-07-27,0,No,No,7.83,240,230
No,0,No,0,No,No,No,31.09,Yes,No,No,No,Yes,72,40.04,No,91.9,No,No,Yes,No,2009-07-29,0.28,No,No,10.29,230,240
No,0,No,0,No,No,Yes,25.05,Yes,No,No,No,Yes,73,31.99,No,93,No,No,Yes,No,2009-07-31,0.03,No,No,12.53,240,220
No,0,No,0,Yes,No,No,10.07,No,No,No,No,Yes,73,,No,91.9,No,No,No,No,2009-08-01,0,No,No,5.82,220,
No,0,No,0,Yes,No,Yes,17.9,Yes,No,No,No,Yes,72,23.94,No,96.1,No,No,Yes,No,2009-08-05,0.18,No,No,5.82,230,230
No,0,No,0,No,No,No,16.11,No,No,No,No,No,69.1,21.92,No,91,No,No,No,No,2009-08-08,0,No,No,7.61,240,230
No,0,No,0,Yes,No,Yes,8.05,No,No,No,No,Yes,71.1,17,No,81,No,No,Yes,No,2009-08-13,0,No,No,2.01,140,160
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,71.1,16.11,No,88,No,No,No,No,2009-08-15,0,No,No,4.03,40,40
No,0,No,0,No,No,No,17.9,Yes,No,No,No,Yes,73,23.94,No,91.9,No,No,Yes,No,2009-08-20,0,No,No,6.71,220,230
No,0,No,0,Yes,No,Yes,8.95,No,No,No,No,Yes,69.1,14.99,No,84.9,No,No,Yes,No,2009-08-23,0,No,No,3.36,90,160
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,68,16.11,No,87.1,No,No,No,No,2009-08-24,0,Yes,No,3.8,40,50
No,0,No,0,Yes,No,Yes,25.05,Yes,No,No,No,Yes,71.1,36.01,No,90,No,No,Yes,No,2009-08-28,0.37,No,No,4.03,120,130
No,0,No,0,Yes,Yes,Yes,17.9,No,No,No,No,Yes,63,21.92,No,79,No,No,Yes,No,2009-09-07,0.57,No,Yes,7.38,50,40
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,59,21.92,No,82,No,No,No,No,2009-09-13,0,No,No,4.25,50,10
No,0,No,0,No,No,No,12.08,No,No,No,No,No,62.1,17,No,91,No,No,No,No,2009-09-15,0,No,No,4.03,240,240
No,0,No,0,Yes,Yes,No,14.09,No,No,No,No,Yes,60.1,17.9,No,66,No,No,Yes,No,2009-10-06,0.02,No,Yes,3.8,240,230
No,0,No,0,No,No,No,17.9,No,No,No,No,No,55.9,23.94,No,82.9,No,No,No,No,2009-10-09,0,No,No,10.29,220,210
No,0,No,0,Yes,No,Yes,10.07,No,No,No,No,Yes,53.1,14.99,No,60.1,Yes,No,Yes,No,2009-10-12,0.19,Yes,No,5.14,150,340
No,0,No,0,No,No,No,12.97,No,No,No,No,No,34,14.99,No,61,No,No,No,No,2009-10-19,0,No,No,2.01,30,80
No,0,No,0,Yes,Yes,Yes,14.09,No,No,No,No,Yes,44.1,17,No,64,No,No,Yes,No,2009-10-26,0.06,No,No,5.82,40,50
No,0,No,0,Yes,Yes,Yes,16.11,No,No,No,No,Yes,54,23.94,No,62.1,No,No,Yes,No,2009-10-27,0.12,No,No,4.25,170,140
No,0,No,0,Yes,No,No,8.05,No,No,No,No,Yes,37.9,14.09,No,71.1,No,No,No,No,2009-11-03,0,No,No,2.01,20,290
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,37.9,23.04,No,64.9,No,No,No,No,2009-11-05,0,No,No,2.91,270,280
No,0,No,0,Yes,Yes,Yes,16.11,No,No,No,No,Yes,52,21.03,No,62.1,No,No,Yes,No,2009-11-18,0.45,No,No,8.28,40,50
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,42.1,23.04,No,63,No,No,No,No,2009-11-20,0,No,No,3.58,40,40
No,0,No,0,No,No,No,21.03,No,No,No,No,No,36,31.09,No,54,No,No,Yes,No,2009-11-27,0,No,No,7.38,250,270
No,0,No,0,No,No,No,8.05,No,No,No,No,No,30,12.08,No,55.9,No,No,No,No,2009-12-01,0,No,No,2.01,240,230
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,28,14.99,No,44.1,No,No,No,No,2009-12-06,0,No,No,2.01,50,30
No,0,No,0,Yes,Yes,No,12.08,No,No,No,No,Yes,37.9,14.99,No,50,Yes,No,No,No,2009-12-14,0,Yes,No,5.14,210,210
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,24.1,12.97,No,48.9,No,No,No,No,2009-12-22,0,No,No,0.45,40,30
No,0,No,0,No,No,No,17,No,No,No,No,Yes,27,25.95,No,48,No,No,No,No,2009-12-24,0,No,No,5.82,90,90
No,0,No,0,Yes,Yes,No,10.07,No,No,No,No,Yes,39,10.07,No,53.1,No,No,No,No,2009-12-26,0,Yes,No,6.71,320,320
No,0,No,0,No,No,No,14.99,No,No,No,No,No,24.1,23.94,No,42.1,No,No,No,No,2009-12-29,0,No,No,6.26,300,320
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,30.9,21.03,No,48,Yes,No,No,No,2010-01-01,0,Yes,No,4.7,330,320
No,0,No,0,Yes,Yes,Yes,17,No,No,No,No,Yes,37,21.92,No,41,No,No,Yes,No,2010-01-21,0.65,No,No,9.84,60,40
No,0,No,0,Yes,Yes,No,12.08,No,No,No,No,Yes,30,17.9,No,50,No,No,No,No,2010-01-23,0,No,No,4.7,100,100
No,0,No,0,Yes,Yes,Yes,27.96,No,No,No,No,Yes,39.9,36.91,No,64.9,No,No,Yes,No,2010-01-24,0.13,No,No,9.62,160,140
No,1.42,No,0,Yes,No,No,14.99,No,No,Yes,No,Yes,28,19.91,No,46,No,No,Yes,No,2010-01-29,0.1,No,No,7.16,60,50
No,0,No,2.99,No,No,No,6.93,No,No,No,No,No,18,10.07,No,48,No,No,No,No,2010-02-01,0,No,No,0.67,10,30
No,0,No,0,No,No,No,12.08,No,No,No,No,No,30,17.9,No,44.1,No,No,No,No,2010-02-04,0,No,No,3.13,110,190
No,0,No,0,No,Yes,Yes,25.95,Yes,No,Yes,Yes,Yes,33.1,34.9,No,42.1,No,No,Yes,No,2010-02-05,1.37,No,No,11.41,100,100
No,0,No,0,No,No,No,16.11,No,No,No,No,No,30,25.95,No,45,No,No,No,No,2010-02-11,0,No,No,8.28,290,290
No,0,No,0,No,No,Yes,27.96,No,No,No,No,Yes,28.9,36.01,No,51.1,No,No,Yes,No,2010-02-15,0.03,No,No,7.61,230,210
No,0,No,0,No,No,No,17,No,No,No,No,No,25,25.05,No,43,No,No,No,No,2010-02-17,0,No,No,7.16,300,290
No,0,No,0,Yes,No,Yes,16.11,No,No,No,No,Yes,36,19.91,No,52,Yes,No,Yes,No,2010-02-22,0.29,Yes,No,2.46,110,110
No,0,No,0,Yes,Yes,Yes,12.08,No,No,No,No,Yes,37,14.99,No,48,No,No,Yes,No,2010-02-24,0.12,No,No,5.59,50,40
No,0,No,0,No,No,No,14.09,No,No,No,No,No,45,17,No,68,No,No,No,No,2010-03-18,0,No,No,2.01,30,20
No,0,No,0,No,No,No,14.99,No,No,No,No,No,39,21.03,No,73.9,No,No,No,No,2010-03-24,0,No,No,4.7,270,270
No,0,No,0,No,No,No,14.99,No,No,No,No,No,32,21.03,No,57.9,No,No,No,No,2010-03-27,0,No,No,6.04,120,120
No,0,No,0,Yes,No,Yes,27.96,No,No,No,No,Yes,37.9,42.95,No,69.1,No,No,Yes,No,2010-03-28,0.09,No,No,11.63,180,170
No,0,No,0,No,No,No,17.9,No,No,No,No,No,51.1,29.08,No,69.1,No,No,No,No,2010-03-30,0,No,No,7.83,280,300
No,0,No,0,No,No,No,14.09,No,No,No,No,No,54,19.91,No,88,No,No,No,No,2010-04-02,0,No,No,4.7,200,240
No,0,No,0,No,No,No,12.97,No,No,No,No,No,57.9,17,No,82.9,No,No,No,No,2010-04-04,0,No,No,3.58,220,230
No,0,No,0,No,No,No,23.04,No,No,No,No,No,62.1,29.97,No,90,No,No,No,No,2010-04-06,0,No,No,10.29,230,230
No,0,No,0,No,No,No,10.07,No,No,No,No,No,42.1,23.94,No,70,No,No,No,No,2010-04-10,0,No,No,2.01,10,90
No,0,No,0,No,No,No,16.11,No,No,No,No,No,46,19.91,No,78.1,No,No,No,No,2010-04-12,0,No,No,4.03,50,50
No,0,No,0,Yes,No,No,12.97,Yes,No,No,No,Yes,48,21.92,No,64.9,No,No,Yes,No,2010-04-21,0.33,No,No,2.68,310,320
No,0,No,0,Yes,No,Yes,27.96,No,No,No,No,Yes,62.1,34.9,No,81,No,No,Yes,No,2010-04-25,0.29,No,Yes,14.32,230,220
No,0,No,0,No,No,No,21.03,No,No,No,No,No,59,29.97,No,78.1,No,No,Yes,No,2010-04-26,0,No,No,9.84,230,280
No,0,Yes,0,Yes,No,Yes,14.99,No,No,No,No,Yes,64.9,21.03,No,93.9,No,No,Yes,No,2010-05-14,0,No,Yes,7.61,240,240
No,0,No,0,No,Yes,Yes,16.11,Yes,No,No,No,Yes,55.9,21.03,No,77,No,No,Yes,No,2010-05-17,2.3,No,No,8.28,110,10
No,0,No,0,Yes,No,Yes,8.95,No,No,No,No,Yes,57,14.09,No,70,No,No,Yes,No,2010-05-19,0.36,No,No,3.8,90,130
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,54,14.99,No,84,No,No,No,No,2010-05-21,0,No,No,2.68,120,120
No,0,No,0,No,No,No,17,No,No,No,No,No,60.1,25.05,No,91,No,No,No,No,2010-05-27,0,No,No,3.58,60,50
No,0,No,0,Yes,No,Yes,16.11,Yes,No,No,No,Yes,64.9,19.91,No,84,No,No,Yes,No,2010-05-29,0.02,No,No,5.14,190,200
No,0,No,0,No,No,Yes,19.91,Yes,No,No,No,No,69.1,23.94,No,88,No,No,Yes,No,2010-05-31,0,No,No,9.17,220,230
No,0,No,0,Yes,No,Yes,21.92,Yes,No,No,No,Yes,72,29.08,No,93,No,No,Yes,No,2010-06-06,0.18,No,No,10.29,230,230
No,0,No,0,No,No,Yes,23.04,Yes,No,No,No,Yes,72,31.09,No,96.1,No,No,Yes,No,2010-06-13,1.23,No,Yes,5.59,250,240
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,71.1,19.91,No,93,No,No,No,No,2010-06-14,0,No,No,3.8,270,240
No,0,Yes,0,Yes,No,No,8.95,No,No,No,No,Yes,73,12.97,No,93,No,No,No,No,2010-06-19,0,No,Yes,4.92,210,220
No,0,Yes,0,Yes,No,No,12.08,No,No,No,No,Yes,72,14.99,No,93.9,No,No,No,No,2010-06-20,0,No,Yes,3.58,310,310
No,0,No,0,No,No,No,17.9,No,No,No,No,No,69.1,25.05,No,98.1,No,No,No,No,2010-06-22,0,No,No,4.47,200,200
No,0,No,0,No,No,No,14.99,No,No,No,No,No,57.9,23.94,No,82.9,No,No,No,No,2010-07-02,0,No,No,3.8,50,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,61,17.9,No,93,No,No,No,No,2010-07-04,0,No,No,4.92,230,260
No,0,No,0,No,No,No,12.97,No,No,No,No,No,66,21.03,No,100.9,No,No,No,No,2010-07-06,0,No,No,3.8,230,210
No,0,No,0,No,No,No,14.99,No,No,No,No,No,69.1,19.91,No,102,No,No,No,No,2010-07-07,0,No,No,4.25,40,50
No,0,Yes,0,Yes,No,No,12.97,Yes,No,No,No,Yes,73.9,17,No,91,No,No,Yes,No,2010-07-10,0,No,Yes,4.25,140,320
No,0,Yes,0,Yes,No,No,17,Yes,No,No,No,Yes,77,21.92,No,97,No,No,No,No,2010-07-16,0,No,Yes,9.62,230,230
No,0,No,0,No,No,No,10.07,No,No,No,No,No,75,16.11,No,97,No,No,No,No,2010-07-22,0,No,No,2.68,20,110
No,0,No,0,Yes,No,Yes,10.07,No,No,No,No,Yes,66,12.97,No,79,No,No,Yes,No,2010-08-01,0.1,No,No,4.92,50,70
No,0,No,0,No,No,No,8.95,No,No,No,No,No,70,14.09,No,86,No,No,No,No,2010-08-02,0,No,No,4.03,50,100
No,0,No,0,No,No,No,10.07,No,No,No,No,No,71.1,14.09,No,93,No,No,No,No,2010-08-09,0,No,Yes,3.36,120,110
No,0,No,0,Yes,No,No,12.97,Yes,No,No,No,Yes,75.9,17,No,97,No,No,Yes,No,2010-08-12,0.05,No,No,4.25,60,250
No,0,No,0,Yes,No,Yes,12.97,No,No,No,No,Yes,71.1,17,No,90,No,No,Yes,No,2010-08-20,0,No,No,5.82,80,80
No,0,Yes,0,Yes,No,No,12.97,No,No,No,No,Yes,70,19.91,No,90,No,No,No,No,2010-08-28,0,No,Yes,2.68,50,110
Yes,0,No,0,No,No,No,10.07,No,No,No,No,Yes,64.9,16.11,No,97,No,No,No,No,2010-08-31,0,No,No,2.24,50,30
No,0,No,0,No,No,No,14.99,No,No,No,No,No,54,21.03,No,87.1,No,No,No,No,2010-09-05,0,No,No,3.13,240,130
No,0,No,0,Yes,Yes,No,12.97,No,No,No,No,Yes,64.9,21.92,No,88,No,No,Yes,No,2010-09-12,0.03,No,No,3.8,290,340
No,0,No,0,No,No,No,16.11,No,No,No,No,No,63,23.04,No,87.1,No,No,No,No,2010-09-13,0,No,No,3.58,60,50
No,0,No,0,No,No,No,12.08,No,No,No,No,No,59,17.9,No,93.9,No,No,No,No,2010-09-15,0,No,No,3.8,190,150
No,0,No,0,Yes,No,No,10.07,No,No,No,No,Yes,60.1,14.99,No,93,No,No,No,No,2010-09-19,0,No,No,2.01,80,130
No,0,No,0,No,No,No,14.99,No,No,No,No,No,66.9,21.03,No,89.1,No,No,No,No,2010-09-21,0,No,No,6.71,170,180
No,0,No,0,Yes,No,Yes,16.11,No,No,No,No,Yes,63,21.03,No,69.1,No,No,Yes,No,2010-09-29,1.69,No,No,8.05,60,70
No,0,No,0,Yes,Yes,Yes,17.9,No,No,No,No,Yes,55,27.96,No,78.1,No,No,Yes,No,2010-10-01,0.01,No,Yes,5.82,20,30
No,0,No,0,No,No,No,17.9,No,No,No,No,No,46.9,25.95,No,82,No,No,No,No,2010-10-07,0,No,No,5.59,260,270
No,0,No,0,No,No,No,12.97,No,No,No,No,No,48,16.11,No,79,No,No,No,No,2010-10-08,0,No,No,2.01,40,50
No,0,No,0,Yes,No,Yes,12.08,Yes,No,No,No,Yes,55,21.03,No,71.1,No,No,Yes,No,2010-10-14,1.11,No,No,4.92,320,310
No,0,No,0,No,No,No,16.11,No,No,No,No,No,46,23.94,No,63,No,No,No,No,2010-11-01,0,No,No,8.5,50,50
No,0,No,0,No,Yes,Yes,8.05,No,No,No,No,Yes,48,14.09,No,54,Yes,No,Yes,No,2010-11-04,0.72,Yes,No,2.24,340,340
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,39.9,14.09,No,70,No,No,No,No,2010-11-10,0,No,No,1.79,40,40
No,0,No,0,No,No,Yes,25.05,Yes,No,No,No,Yes,54,36.91,No,66.9,No,No,Yes,No,2010-11-16,0.38,No,No,8.28,250,280
No,0,No,0,No,No,No,12.97,No,No,No,No,No,16,19.91,No,37,No,No,No,No,2010-12-15,0,No,No,5.59,280,280
No,0.39,No,0,No,Yes,Yes,14.99,No,No,Yes,Yes,Yes,28,21.03,No,35.1,No,No,Yes,No,2010-12-16,0.6,No,No,4.47,220,230
No,0,No,0,Yes,No,No,8.95,No,No,No,No,Yes,28,16.11,No,43,No,No,No,No,2010-12-17,0,No,No,2.24,50,110
No,0,No,0,No,No,No,14.09,No,No,No,No,No,25,21.03,No,42.1,No,No,No,No,2010-12-20,0,No,No,4.03,280,290
No,0,No,0,No,No,No,17.9,No,No,No,No,No,32,29.08,No,45,No,No,No,No,2010-12-23,0,No,No,7.83,330,330
No,0.39,No,0,Yes,No,Yes,8.95,No,No,Yes,No,Yes,32,16.11,No,44.1,No,No,Yes,No,2010-12-25,0.15,No,No,2.46,50,140
No,0,No,0,No,No,No,6.04,No,No,No,No,No,24.1,8.05,No,46,No,No,No,No,2010-12-30,0,No,No,0.89,220,180
No,0,No,0,No,No,No,12.97,No,No,No,No,No,19,21.03,No,35.1,No,No,No,No,2011-01-09,0,No,No,4.03,330,300
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,42.1,21.03,No,61,No,No,No,No,2011-01-19,0,No,No,5.14,280,320
No,0,No,0,No,No,No,10.07,No,No,No,No,No,16,16.11,No,46,No,No,No,No,2011-01-23,0,No,No,2.24,290,270
No,0,No,0,No,No,No,19.91,No,No,No,No,No,35.1,23.94,No,46.9,No,No,No,No,2011-01-31,0,No,No,9.4,50,40
No,0,No,0,No,No,No,12.08,No,No,No,Yes,No,32,17.9,No,44.1,No,No,Yes,No,2011-02-03,0,No,No,5.14,360,10
No,0,No,0,Yes,No,No,14.09,No,No,No,No,Yes,30,17,No,57.9,No,No,Yes,No,2011-02-07,0,No,No,3.8,160,160
No,0,No,0,Yes,No,No,17.9,No,No,No,No,Yes,39.9,25.05,No,71.1,No,No,No,No,2011-02-17,0,No,No,7.61,210,220
No,0,No,0,No,No,No,16.11,No,No,No,No,No,34,21.92,No,54,No,No,No,No,2011-03-07,0,No,No,5.82,50,60
No,0,No,0,No,No,No,14.09,No,No,No,No,No,28,21.03,No,57.9,No,No,No,No,2011-03-08,0,No,No,6.26,100,120
No,0,No,0,Yes,No,No,31.99,Yes,No,No,No,Yes,42.1,44.96,No,68,No,No,Yes,No,2011-03-10,0.47,No,No,9.84,240,250
No,0,No,0,No,No,No,16.11,No,No,No,No,No,36,23.04,No,51.1,No,No,No,No,2011-03-11,0,No,No,6.04,290,270
No,0,No,0,No,No,No,23.04,No,No,No,No,No,30.9,31.09,No,69.1,No,No,No,No,2011-03-12,0,No,No,10.07,220,230
No,0,No,0,No,No,No,17.9,No,No,No,No,No,46,25.05,No,84.9,No,No,No,No,2011-03-18,0,No,No,8.5,240,230
No,0,No,0,No,No,No,17.9,No,No,No,No,No,55.9,25.05,No,75,No,No,No,No,2011-03-19,0,No,No,5.82,40,50
No,0,No,0,Yes,No,No,25.95,Yes,No,No,No,Yes,50,36.01,No,82.9,No,No,Yes,No,2011-03-23,0.45,No,No,6.71,230,220
No,0,No,0,No,No,No,17.9,No,No,No,No,No,33.1,25.05,No,71.1,No,No,No,No,2011-04-03,0,No,No,5.37,210,210
No,0,No,0,No,No,No,10.07,No,No,No,No,No,46,14.99,No,77,No,No,No,No,2011-04-30,0,No,No,3.13,320,350
No,0,No,0,Yes,No,No,17,Yes,No,No,No,Yes,50,29.08,No,71.1,No,No,Yes,No,2011-05-04,0.67,No,No,5.82,340,330
No,0,No,0,No,No,No,12.08,No,No,No,No,No,55,17,No,75,No,No,No,No,2011-05-18,0,No,No,3.13,220,160
No,0,No,0,No,No,No,12.08,No,No,No,No,No,59,17.9,No,89.1,No,No,No,No,2011-05-22,0,No,No,4.03,280,290
No,0,No,0,Yes,No,No,19.91,Yes,No,No,No,Yes,66,25.05,No,91,No,No,Yes,No,2011-05-23,0.09,No,No,7.38,230,210
No,0,No,0,No,No,No,19.91,No,No,No,No,No,73,29.97,No,93,No,No,No,No,2011-05-26,0,No,No,11.86,180,210
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,70,16.11,No,95,No,No,No,No,2011-05-31,0,No,No,3.8,50,30
No,0,No,0,No,No,No,12.97,No,No,No,No,No,69.1,19.91,No,90,No,No,No,No,2011-06-06,0,No,No,4.7,50,20
No,0,No,0,Yes,No,No,14.09,Yes,No,No,No,Yes,70,25.05,No,93.9,No,No,Yes,No,2011-06-11,0.3,No,No,6.49,320,320
No,0,No,0,No,No,No,12.97,No,No,No,No,No,66,23.04,No,91.9,No,No,No,No,2011-06-19,0,No,No,5.59,280,290
No,0,No,0,No,No,No,23.04,No,No,No,No,No,72,34.9,No,96.1,No,No,No,No,2011-06-22,0,No,No,9.4,230,250
No,0,No,0,No,No,No,25.95,No,No,No,No,No,73.9,36.01,No,91.9,No,No,No,No,2011-06-23,0,No,No,11.18,240,240
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,66,17.9,No,95,No,No,No,No,2011-07-02,0,No,Yes,2.68,50,20
No,0,No,0,No,No,No,12.97,Yes,No,No,No,Yes,75.9,23.04,No,97,No,No,Yes,No,2011-07-13,0,No,Yes,3.13,20,300
No,0,No,0,No,No,No,17,No,No,No,No,No,69.1,23.04,No,87.1,No,No,No,No,2011-07-14,0,No,No,8.72,50,50
No,0,No,0,No,No,No,12.08,No,No,No,No,No,70,14.99,No,96.1,No,No,No,No,2011-07-19,0,No,Yes,4.92,260,220
No,0,No,0,No,No,No,17.9,Yes,No,No,No,No,78.1,27.96,No,102.9,No,No,No,No,2011-07-23,0,No,No,7.16,250,210
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,73,27.96,No,99,No,No,No,No,2011-07-27,0,Yes,No,4.92,110,140
No,0,No,0,Yes,No,No,21.03,Yes,No,No,No,Yes,75,36.01,No,100,No,No,Yes,No,2011-07-30,2.1,No,No,4.7,140,40
No,0,No,0,Yes,No,No,14.99,Yes,No,No,No,Yes,73,29.97,No,84.9,No,No,Yes,No,2011-07-31,1.16,No,Yes,2.68,30,40
No,0,No,0,No,No,No,8.95,No,No,No,No,No,71.1,14.99,No,89.1,No,No,No,No,2011-08-11,0,No,No,2.46,140,170
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,71.1,19.91,No,82,No,No,Yes,No,2011-08-13,0.48,No,Yes,5.37,240,190
No,0,No,0,No,No,No,8.95,No,No,No,No,No,64,14.09,No,88,No,No,No,No,2011-08-16,0,No,No,1.79,50,30
No,0,No,0,No,No,No,12.97,No,No,No,No,No,66,17,No,84,No,No,No,No,2011-08-23,0,No,No,5.82,60,50
No,0,No,0,No,No,No,16.11,No,No,No,No,No,72,21.92,No,91,No,No,No,No,2011-08-25,0,No,No,7.61,220,210
No,0,No,0,No,No,No,12.08,No,No,No,No,No,60.1,16.11,No,86,No,No,No,No,2011-09-01,0,No,No,2.01,90,90
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,72,25.95,No,86,No,No,Yes,No,2011-09-05,0.12,No,No,8.28,190,170
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,69.1,21.03,No,82.9,No,No,Yes,No,2011-09-07,0,No,No,3.8,180,230
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,63,16.11,No,84.9,No,No,No,No,2011-09-09,0,No,No,3.8,170,170
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,66,14.99,No,89.1,No,No,No,No,2011-09-14,0,No,No,2.46,230,220
No,0,No,0,Yes,Yes,No,8.95,Yes,No,No,No,Yes,70,12.97,No,82,No,No,Yes,No,2011-09-22,0.08,No,No,2.46,230,220
No,0,No,0,No,Yes,No,17.9,No,No,No,No,No,70,23.94,No,80.1,No,No,Yes,No,2011-09-25,0,No,No,5.82,150,170
No,0,No,0,Yes,No,No,16.11,No,No,No,No,Yes,61,21.92,No,84,No,No,No,No,2011-09-29,0,No,No,4.25,240,280
No,0,No,0,No,No,No,16.11,No,No,No,No,No,46.9,23.94,No,64,No,No,No,No,2011-10-01,0,No,No,6.71,260,320
No,0,No,0,No,No,No,12.97,No,No,No,No,No,42.1,21.92,No,68,No,No,No,No,2011-10-03,0,No,No,4.03,290,300
No,0,No,0,No,No,No,8.05,No,No,No,No,No,48.9,12.08,No,77,No,No,No,No,2011-10-05,0,No,No,1.12,360,360
No,0,No,0,No,No,No,12.97,No,No,No,No,No,46,17,No,73,No,No,No,No,2011-10-08,0,No,No,5.14,40,40
No,0,No,0,No,No,No,10.07,No,No,No,No,No,45,12.97,No,71.1,No,No,No,No,2011-10-25,0,No,No,1.12,30,30
No,0,No,0,Yes,Yes,No,21.92,No,No,No,No,No,43,25.95,No,63,No,No,Yes,No,2011-10-28,0.08,No,No,9.4,40,40
No,0,No,0,No,No,No,17.9,No,No,No,No,No,37.9,25.95,No,55,No,No,No,No,2011-11-05,0,No,No,8.28,60,40
No,0,No,0,No,No,No,10.07,No,No,No,No,No,39.9,14.99,No,64.9,No,No,No,No,2011-11-06,0,No,No,3.36,110,110
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,39.9,12.08,No,70,No,No,No,No,2011-11-08,0,No,No,0.89,50,40
No,0,No,0,No,No,No,16.11,No,No,No,No,No,33.1,21.92,No,53.1,No,No,No,No,2011-11-11,0,No,No,5.82,300,300
No,0,No,0,No,No,No,21.03,No,No,No,No,No,62.1,25.95,No,78.1,No,No,No,No,2011-11-15,0,No,No,10.51,220,230
No,0,No,0,Yes,Yes,No,23.04,No,No,No,No,Yes,34,29.97,No,62.1,No,No,Yes,No,2011-11-17,0.54,No,No,6.93,40,30
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,60.1,14.09,No,77,No,No,No,No,2011-11-21,0,No,No,4.7,220,230
No,0,No,0,No,No,No,19.91,No,No,No,No,No,51.1,23.94,No,75,No,No,No,No,2011-11-27,0,No,No,8.95,230,230
No,0,No,0,Yes,Yes,No,21.03,No,No,No,No,Yes,61,29.08,No,68,No,No,Yes,No,2011-12-22,0.08,No,No,7.83,210,200
No,0,No,0,No,No,No,23.04,No,No,No,No,No,35.1,29.08,No,68,No,No,Yes,No,2012-01-01,0.01,No,No,7.83,220,210
No,0,No,0,No,No,No,14.09,No,No,No,No,No,30,17.9,No,55,No,No,No,No,2012-01-05,0,No,No,3.58,280,240
No,0,No,0,No,No,No,14.09,No,No,No,No,No,27,19.91,No,46.9,No,No,No,No,2012-01-16,0,No,No,6.49,210,210
No,0,No,0,Yes,Yes,No,12.08,No,No,No,No,Yes,33.1,14.99,No,57,No,No,Yes,No,2012-01-20,0.19,No,No,3.8,130,120
No,0,No,0,No,No,No,14.09,No,No,No,No,No,28,17,No,60.1,No,No,No,No,2012-01-30,0,No,No,4.25,230,240
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,32,19.91,No,50,No,No,Yes,No,2012-02-05,0.15,No,No,5.59,40,40
